Number,Long Description (Family),Compatible Standard,Manufacturer,Material,Material Code,Long Description (Size),Short Description,Spec,Size,Line Number Tag,Design Std,Content Iso Symbol Definition,Design Pressure Factor,End Type,Engagement Length,Facing,Flange Std,Gasket Std,Port Unit,Nominal Diameter,X Coordinate (Port 1),Y Coordinate (Port 1),COP Elevation (Port 1),Pressure Class,Schedule,Status,Wall Thickness,Weight,Weight Unit,Required Spec,Insulation Thickness,Insulation Type,Service,Tag,Tie In Number,Shop/Field,DWG Number,PnPID,Item Code,Matching Pipe OD,Flange Thickness,Center of Gravity X,Center of Gravity Y,Center of Gravity Z,Tracing Type,Tracing Spec,Insulation Spec,Spool Number,Unit,Top of Pipe,Bottom of Pipe,Length,Valve Alignment,Valve Detail,Valve Body Type,Flow Dependent,Offset,Operator Type,Actuator Type,Actuator Height,Actuator Width,Control Valve,Valve Code,Normally,Failure,End Connections,Code
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1023,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,1227.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,27202,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1039,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,7746.391598,2815.236458,35.3865,300,,New,,,,,,,,?-?,,SHOP,,27205,,4.5,,,,,,,,,,37.6365,33.1365,14,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1026,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7494.41365,516.5,173.974497,300,,New,,,,,,,,?-?,,SHOP,,27212,,4.5,,,,,,,,,,176.224497,171.724497,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1000,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,7223.141598,1956.185458,14.0625,300,,New,,,,,,,P,?-?,,SHOP,,27214,,0.84,,,,,,,,,,14.4825,13.6425,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=20 1/4"", W=11 3/4""",Globe Valve,CS300,"3""",6-P-1033,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,3,8317.656727,2484.700223,548.1357,300,,New,,,,,,,,?-?,,SHOP,,27221,,3.5,,,,,,,,,,549.8857,546.3857,12.5,Inline,Continuous,Globe,False,,Manual,HandWheel,20.25,11.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1001,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,7510.419172,1750.165215,183.781356,300,,New,,,,,,,P,?-?,,SHOP,,27251,,0.84,,,,,,,,,,184.201356,183.361356,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1015,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7570.419172,1625.621059,48.474452,300,,New,,,,,,,,?-?,,SHOP,,27274,,8.625,,,,,,,,,,52.786952,44.161952,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1048,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,7992.594499,979.713647,596.870441,300,,New,,,,,,,,?-?,,SHOP,,27294,,1.05,,,,,,,,,,597.395441,596.345441,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1026,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,327.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,27333,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1022,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,927.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,27453,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",P1003,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,8375.000005,600.0255,29.4745,300,,New,,,,,,,,?-?,,SHOP,,27548,,8.625,,,,,,,,,,33.787,25.162,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1029,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7381.742303,2458.257697,12,300,,New,,,,,,,,?-?,,SHOP,,27629,,4.5,,,,,,,,,,14.25,9.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1059,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7988,1130.424748,359.594504,300,,New,,,,,,,,?-?,,SHOP,,27669,,4.5,,,,,,,,,,361.844504,357.344504,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1018,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7560,2847.905463,120,300,,New,,,,,,,,?-?,,SHOP,,27696,,4.5,,,,,,,,,,122.25,117.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1026,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7494.41365,390.5,173.974497,300,,New,,,,,,,,?-?,,SHOP,,27715,,4.5,,,,,,,,,,176.224497,171.724497,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1034,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7667.000005,607.569,24.9745,300,,New,,,,,,,,?-?,,SHOP,,27738,,6.625,,,,,,,,,,28.287,21.662,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 6"" ND, 300 LB, RF, ASME B16.10, 17 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"6""",6-P-1034,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,6,7667.000005,673.0945,12,300,,New,,,,,,,,?-?,,SHOP,,27814,,6.625,,,,,,,,,,15.3125,8.6875,17.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1016,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,7570.419172,1750.165215,183.781356,300,,New,,,,,,,,?-?,,SHOP,,27856,,0.84,,,,,,,,,,184.201356,183.361356,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1025,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,747.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,28006,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 150 LB, RF, ASME B16.10, 11 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=42"", W=19 1/2""",Gate Valve,CS150,"8""",6-P-1036,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,8241.444698,3381.5,14.467999,150,,New,,,,,,,,?-?,,SHOP,,28163,,8.625,,,,,,,,,,18.780499,10.155499,11.5,Inline,Continuous,Gate,False,,Manual,HandWheel,42,19.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1002,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7535.875016,1694.709371,48.474452,300,,New,,,,,,,P,?-?,,SHOP,,28340,,8.625,,,,,,,,,,52.786952,44.161952,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1045,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8002.3495,872.999674,315.025496,300,,New,,,,,,,,?-?,,SHOP,,28418,,4.5,,,,,,,,,,317.275496,312.775496,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1034,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7667.000005,703.569,24.9745,300,,New,,,,,,,,?-?,,SHOP,,28482,,6.625,,,,,,,,,,28.287,21.662,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1024,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,1047.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,28662,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1024,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,747.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,28666,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1030,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8036.7816,1354.67648,123.345149,300,,New,,,,,,,,?-?,,SHOP,,28681,,1.05,,,,,,,,,,123.870149,122.820149,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1002,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7535.875016,1625.621059,48.474452,300,,New,,,,,,,P,?-?,,SHOP,,28725,,8.625,,,,,,,,,,52.786952,44.161952,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1008,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8377.5,906.5,40.439,300,,New,,,,,,,P,?-?,,SHOP,,28792,,4.5,,,,,,,,,,42.689,38.189,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1013,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8176.655529,2771,12,300,,New,,,,,,,,?-?,,SHOP,,28944,,4.5,,,,,,,,,,14.25,9.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1025,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,1047.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,29007,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1056,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,593.783,47.168768,150,,New,,,,,,,,?-?,,SHOP,,29193,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, SW, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1"" ND, 150 LB, SW, ASME B16.10, 5"" LG, ASTM A216 GR WPB, HAND WHEEL, H=15"", W=8""",Gate Valve,CS150,"1""",6-P-1055,Solid Wedge,"SKEY=VTSW,TYPE=VALVE",,SW,0.5,,,,in,1,7858,399.1143,14.9375,150,,New,,,,,,,P,?-?,,SHOP,,29257,,1.315,,,,,,,,,,15.595,14.28,5,Inline,Continuous,Gate,False,,Manual,HandWheel,15,8,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 8"" ND, 300 LB, RF, ASME B16.10, 22"" LG, ASTM A216 GR WPB, HAND WHEEL, H=31 1/2"", W=31 1/2""",Globe Valve,CS300,"8""",6-P-1035,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,8,8203.035503,2415.165968,81.871,300,,New,,,,,,,,?-?,,SHOP,,29309,,8.625,,,,,,,,,,86.1835,77.5585,22,Inline,Continuous,Globe,False,,Manual,HandWheel,31.5,31.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1025,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,867.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,29362,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1022,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,687.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,29683,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1046,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,8078.414359,923.73222,315.025496,300,,New,,,,,,,,?-?,,SHOP,,29761,,6.625,,,,,,,,,,318.337996,311.712996,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1017,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7560,2532.094453,120,300,,New,,,,,,,,?-?,,SHOP,,29767,,4.5,,,,,,,,,,122.25,117.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1017,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7560,2532.094453,228,300,,New,,,,,,,,?-?,,SHOP,,29779,,4.5,,,,,,,,,,230.25,225.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1026,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7440.7145,390.5,173.974497,300,,New,,,,,,,,?-?,,SHOP,,29879,,4.5,,,,,,,,,,176.224497,171.724497,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
